Unnamed: 0,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
28323,0z6BBM8lek2dzvnuIOX1Wx,Habstrakt;NGHTMRE,The One (The Remixes),The One - NGHTMRE Remix,54,160000,False,0.504,0.945,2,-4.585,1,0.175,0.00437,0.000636,0.158,0.37,149.958,4,dub
11314,29b2b96jozyD9GPCkOrVLs,The Beatles,1 (Remastered),Day Tripper - Remastered 2015,66,169000,False,0.665,0.782,6,-8.438,0,0.0307,0.12,4.19e-06,0.125,0.731,137.453,4,british
83400,6r7FXNO57mlZCBY6PXcZZT,Deorro,Five Hours,Five Hours,61,326887,False,0.88,0.821,5,-2.545,0,0.118,0.0197,0.661,0.234,0.575,127.907,4,progressive-house
48456,09KVvb0849JV9TRFpTiY0l,Scooter;Timmy Trumpet,Paul Is Dead,Paul Is Dead,57,174291,False,0.504,0.891,6,-4.175,0,0.126,0.33,8.65e-06,0.191,0.295,169.886,4,hardcore
2734,1SjK3fJFkEGuvGpwFvg3y9,Pato Fu,Ruido Rosa,Ando Meio Desligado,46,208973,False,0.618,0.661,5,-8.097,0,0.0356,0.0621,5.15e-06,0.363,0.614,143.129,4,alt-rock
112931,6qVA1MqDrDKfk9144bhoKp,Acil Servis,Küçük Adam,Bebek,38,319933,False,0.486,0.485,5,-12.391,0,0.0331,0.00446,1.69e-05,0.369,0.353,120.095,4,turkish
54255,2dvf91VQ1Dd6n5cQ62r7wi,tstewart;Machinedrum,josephine,josephine,12,221227,False,0.469,0.397,4,-11.169,0,0.0334,0.709,0.734,0.14,0.0627,82.659,4,idm
101731,7c68nQXoc9jrWoIyuccPfL,White Noise Nature Sounds Baby Sleep,"White Noise Nature Sounds Baby Sleep: Nature Sleep Music, Delta Waves Sleep Aids, Serenity White Noise Relaxation and Lullabies Baby Sleeping Sounds",Sleep Sounds (Serenity White Noise),33,205264,False,0.206,0.198,5,-19.292,1,0.0395,0.945,0.971,0.0782,0.0364,63.648,4,sleep
35686,6yVglASetPTTmsEeyNuhsi,Pablo,Desculpe Aí,Tem Dó,40,193413,False,0.654,0.61,11,-3.468,1,0.0322,0.217,0.0,0.783,0.596,131.644,4,forro
63609,19JvFc7PGpwKs9cIq0Aes5,RADWIMPS,Your Name.,Cafe at last,43,92226,False,0.638,0.576,7,-7.185,1,0.0357,0.434,0.0344,0.128,0.907,177.07,4,j-rock
68366,3AcYk1ZF0Xgzr7hvZDsMfq,Chris Jedi;Anuel AA;Chencho Corleone;Ñengo Flow,Reggaeton Mix Perreito,La Llevo Al Cielo,2,254920,True,0.795,0.845,9,-3.809,0,0.135,0.105,1.14e-05,0.172,0.769,170.023,4,latino
35880,4314LW5253Jja088tJ8AOp,Asas Livres,Asas Livres & Pablo: Retrô (Ao Vivo),Voa Livre,37,159973,False,0.764,0.533,0,-9.202,1,0.0333,0.0277,0.000136,0.232,0.703,126.455,4,forro
35425,6DnWbfjjMo7KoC4tYTZDsP,Os Barões Da Pisadinha,Paredão Explode,Mamãe que é Mamãe (Versão Grave),41,160467,False,0.719,0.753,10,-8.516,1,0.0565,0.0198,0.00128,0.125,0.777,171.999,4,forro
110995,7sLknEg8aVr0m5ZuCja7b3,NG Rezonance;PHD,"Syncopy Radio Edits, Vol. 1",Divergence - Radio Edit,28,185142,False,0.148,0.993,0,-7.696,0,0.0922,0.0097,0.937,0.0376,0.0928,140.001,4,trance
105308,5elGNGZOsMOAxE7UXOs1WB,"Sarah, the Illstrumentalist",Purple Clouds,Purple Clouds,23,135000,False,0.677,0.38,7,-9.984,1,0.0667,0.186,0.793,0.127,0.27,145.503,4,study
65235,4ncTUgTfUV3wrjTPzKvn01,BTS,Yet To Come (Hyundai Ver.),Yet To Come (Hyundai Ver.),75,223535,False,0.508,0.842,1,-3.992,1,0.0612,0.078,0.0,0.0858,0.44,86.041,4,k-pop
106888,2g3bAxnchbXAmZO6F9DsTe,Helen Sjöholm,GOD JUL,Koppången,0,211733,False,0.26,0.144,7,-12.935,1,0.0397,0.893,0.0,0.296,0.241,168.461,3,swedish
87013,1peoY67DcWdCsNoOzF9ffU,Crystal Castles,Pop & Halloween,Kerosene,7,192000,False,0.52,0.545,8,-9.368,1,0.0768,0.0827,0.0,0.133,0.0856,115.882,4,r-n-b
83045,4e4DujMLh9227SuYdFsHK2,Swedish House Mafia;John Martin,Обратно в клас - pop,Don't You Worry Child - Radio Edit,0,211360,False,0.609,0.83,11,-3.229,0,0.0552,0.117,0.0,0.18,0.478,128.986,4,progressive-house
25005,3WMbD1OyfKuwWDWMNbPQ4g,Boney M.,Take The Heat Off Me,Daddy Cool,72,208600,False,0.763,0.777,5,-6.932,0,0.0364,0.281,0.79,0.134,0.929,124.431,4,disco
30640,0343bYQtSfznf6v90jRLRK,John De Sohn;LIAMOO,Made For You,Forever Young,65,167911,False,0.653,0.621,8,-6.045,1,0.0308,0.178,0.0,0.0952,0.584,121.98,4,edm
101705,7lKhxWhv5sPG9MBaDfdJL7,Lumi Couri,Taivas,Taivas,60,144121,False,0.175,0.00428,11,-34.648,1,0.0412,0.971,0.946,0.104,0.0744,73.285,1,sleep
34049,7EIuaWFdD2GovJs3pGcYFN,The Lumineers,Christmas Day Chill,Blue Christmas,0,182703,False,0.661,0.22,1,-8.31,1,0.0298,0.742,6.09e-06,0.115,0.274,102.771,3,folk
38701,4x94qgTeMEcwj4X1APUnpb,Jamie xx,In Colour,Girl,50,245585,False,0.359,0.603,8,-11.608,0,0.347,0.231,0.624,0.197,0.467,101.645,4,garage
99001,0NLkVxf0PyxsXBG3EuZcJf,Anuv Jain,Gul,Gul,71,217241,False,0.6,0.294,6,-12.301,1,0.0292,0.871,8.66e-05,0.102,0.342,86.97,4,singer-songwriter
6176,258OaHJGpeLZwvkaTNrrpE,Empyrium,Songs of Moors and Misty Fields,The Blue Mists of Night,22,385600,False,0.181,0.688,9,-8.788,0,0.0372,0.00139,0.759,0.164,0.261,139.735,3,black-metal
60813,6vaIGko5nEfJ3hJkWexB0r,Rhumba,Invasion,Invasion,19,160078,False,0.879,0.68,2,-8.933,1,0.119,0.212,0.0,0.0907,0.753,119.938,4,j-dance
19378,6dU8Gdxmk6gMmNQ9xbcqbX,Gabby Barrett,Chillin' It - Mellow Day Country,The Good Ones,0,215140,False,0.519,0.552,2,-5.023,1,0.0259,0.18,0.0,0.149,0.331,89.957,4,country
77102,4qJRHweiDSSpGDZ4yB9V5J,La Furia,Mete Seu Cachorro,Mete Seu Cachorro,52,298280,True,0.607,0.755,9,-5.324,1,0.0446,0.75,0.00772,0.168,0.707,137.559,4,pagode
9601,4Ds4bq6aqOSAp1T7DikOi4,Criolo,Ainda Há Tempo,Ainda Há Tempo,44,318360,False,0.58,0.8,6,-7.528,1,0.345,0.281,0.0,0.0708,0.483,81.303,4,brazil
89728,2wQBzAZdsaqDBbtwBk5MhA,DJ Nelson;Jose De Las Heras;Alejandro Armes;Babywine;Alberto Stylee,PAPI (feat. Babywine & Alberto Stylee),PAPI (feat. Babywine & Alberto Stylee),54,187092,False,0.909,0.716,1,-6.628,1,0.126,0.359,0.00224,0.106,0.417,105.078,4,reggaeton
86244,42mDqJTTQW6adKYflnauIE,LCD Soundsystem;Soulwax,Dance Dance Dance,Get Innocuous! - Soulwax Remix,0,601240,False,0.667,0.997,0,-5.832,1,0.0457,0.0745,0.744,0.241,0.693,117.999,4,punk
47555,3439OLNIeD3y68kVuoZUO5,Mötley Crüe,"Girls, Girls, Girls","Girls, Girls, Girls",26,270533,False,0.599,0.922,7,-4.887,1,0.0739,0.025,5.82e-05,0.356,0.514,140.098,4,hard-rock
42842,6MDn6t4CdUjVaqv7XB1sd4,Anaal Nathrakh,Vanitas,Feeding The Beast,14,299106,True,0.281,0.774,6,-1.572,1,0.109,5.3e-06,0.953,0.348,0.151,125.022,4,grindcore
109401,2d9EgBM9F09IkEG8t9T6L8,Darren Styles;TNT,DLMD,DLMD,59,160212,False,0.487,0.99,0,-2.282,1,0.094,0.000595,0.843,0.331,0.161,160.046,4,techno
77358,0Fn9RYGP5W7t5EeUAjghVK,Mumuzinho;Ferrugem,Resenha Do Mumu (Ao Vivo),Fala / Eu Choro - Ao Vivo,45,190863,False,0.551,0.727,7,-6.451,1,0.0725,0.437,0.0,0.808,0.851,82.077,4,pagode
80676,5L9fLNHSj5SuGvJRljdWJb,Kavita Krishnamurthy;Udit Narayan;Alka Yagnik,Kuch Kuch Hota Hai,Koi Mil Gaya,60,437693,False,0.7,0.687,2,-9.292,1,0.0504,0.503,1.2e-05,0.057,0.815,136.028,4,pop-film
24528,4eWJNtBuAF8RP3hmeNr6GG,Robert Hood,Mirror Man,A System Of Mirrors,7,459389,False,0.685,0.697,10,-12.305,0,0.0373,8.41e-06,0.896,0.069,0.148,129.999,4,detroit-techno
111206,24xs25BOSh4iqQERW3Y2nv,Doctor Flake,Hands,Hands,48,426923,False,0.598,0.687,5,-12.176,0,0.038,0.529,0.934,0.108,0.461,104.001,4,trip-hop
86665,21Qsj3cMVCx2xF2EVVNbEu,The White Stripes,White Blood Cells,Fell In Love With a Girl,72,110093,False,0.356,0.982,4,-1.574,0,0.112,0.713,0.00145,0.941,0.299,95.754,4,punk
65832,1z0p8ODhL1aZFBengxPkZU,Vidyasagar;Udit Narayan;Shreya Ghoshal,Kuruvi (Original Motion Picture Soundtrack),Thaen Thaen Thaen,46,238600,False,0.713,0.808,8,-4.568,1,0.0435,0.115,0.000503,0.169,0.733,96.978,4,k-pop
46065,2jzxWQlR0pZ2IUvk95nsfX,2 Brothers On The 4th Floor,Dreams (Will Come Alive),Dreams (Will Come Alive),28,263162,False,0.701,0.979,7,-4.861,0,0.048,0.00328,0.308,0.416,0.612,134.013,4,happy
96157,5HfvyTRgYaYTwcZZvlmx5Q,Seu Jorge;Sandra De Sá,"Musicas para Churrasco, Vol.1 (Ao Vivo) (Delux Edition)",Olhos Coloridos (Ao Vivo),43,368613,False,0.636,0.931,11,-4.595,0,0.106,0.131,3e-06,0.837,0.592,104.355,4,samba
82369,72rGGvwLxICnDMK4EpyDsv,Nikki and the Corvettes,Nikki and the Corvettes,Let's Go,22,74333,False,0.596,0.763,3,-6.71,1,0.0419,6.49e-05,0.0,0.0427,0.93,111.981,4,power-pop
47595,0vwuwEWl4gyO0IdxkbLoBd,Matanza,Pior Cenário Possível,Pior Cenário Possível,38,212453,False,0.477,0.976,9,-6.107,1,0.0841,0.00225,1.98e-05,0.371,0.453,133.104,4,hard-rock
34245,4bLCib4WnSGbkPTx6hln2x,Steely Dan,On air 70's Hits,Reelin' In The Years,0,275466,False,0.52,0.758,2,-9.92,1,0.0363,0.115,0.0,0.109,0.706,135.349,4,folk
40024,0T9jZM8wQ4524KS1hiWBje,Randy Travis,Country Christmas Time,Meet Me under the Mistletoe,0,163320,False,0.626,0.422,9,-13.618,1,0.0492,0.246,0.0,0.342,0.661,151.466,4,gospel
74774,0n4dWhWRJpt5TO2mAGCKlo,Zeca Baleiro,Líricas,Quase Nada,40,238466,False,0.582,0.698,2,-9.051,1,0.0261,0.275,9.76e-05,0.39,0.81,89.989,4,mpb
104352,3Z7JMhKrVBiMvMd0xV1vyI,David Bisbal;Sebastian Yatra,En Tus Planes,A Partir De Hoy,66,196802,False,0.652,0.847,6,-5.031,1,0.0552,0.188,0.0,0.378,0.515,163.939,4,spanish
65969,4JWbH50WabthGhmtduR8b9,BTS;Sia,MAP OF THE SOUL : 7,ON (Feat. Sia),60,246816,False,0.591,0.848,9,-4.396,0,0.0828,0.137,0.0,0.372,0.385,105.924,4,k-pop
21448,7dnBg5AaPHFBJpWyDsGYUD,Syster Sol,Dömd att bli bedömd,Gillar din vibe,33,188773,False,0.79,0.833,11,-5.137,1,0.0661,0.291,0.0,0.115,0.955,90.03,4,dancehall
34472,0HuS5vFQd06cXV54I0twkV,Prateek Kuhad,The Way That Lovers Do,Face,38,184413,False,0.481,0.669,7,-13.329,1,0.455,0.92,0.0219,0.139,0.351,128.219,4,folk
4877,1g2cfEoZoA8qxMyZzihVO5,David Helpling,Sleeping on the Edge of the World,All Things End,24,373800,False,0.0626,0.0907,8,-27.14,1,0.035,0.919,0.966,0.0916,0.0376,59.214,4,ambient
97596,0rPtmyy3lIE9qYJszSHQl2,Bruno & Marrone,Pela Porta da Frente,Esqueci / Amor à Três - Ao Vivo,46,180640,False,0.449,0.611,0,-4.698,1,0.072,0.836,0.0,0.916,0.422,76.233,4,sertanejo
19179,4ZG7iPwlyvJoFHuRWwXHOM,Kenny Chesney,Country Car Hits,Happy Does,0,168733,False,0.716,0.665,6,-5.486,1,0.0382,0.304,0.0,0.123,0.598,109.021,4,country
65010,7HPM13Xek5XoRWxRzHfvkB,Jubin Nautiyal;Meet Bros.;Shardul Rathod,Dil Galti Kar Baitha Hai,Dil Galti Kar Baitha Hai,67,273272,False,0.612,0.78,1,-5.123,0,0.0814,0.0781,0.0,0.0593,0.554,92.059,4,k-pop
62021,0Gjsi7CQFsZJUIUKQIxYQP,Michael Bublé,Cuddle Up Christmas,It's Beginning to Look a Lot Like Christmas,0,206346,False,0.335,0.232,4,-11.042,1,0.0334,0.908,8.89e-06,0.292,0.381,93.391,3,j-pop
36927,4V68G1f2P3xGjfCiit6P43,Taïro,Reggae Français,Bon vieux temps,31,273074,False,0.71,0.825,9,-3.421,1,0.104,0.045,5.22e-06,0.501,0.671,87.068,4,french
106491,1qMksR7mdMogHQjGxinHqW,The Pinks,The Pinks,Lucky Luke,39,165306,False,0.589,0.918,9,-6.028,1,0.0387,0.511,0.00798,0.107,0.962,152.75,4,swedish
44959,2jqMTXzB1VGVogdxfBRB3I,Dead By Sunrise,Out Of Ashes,Give Me Your Name,37,296093,False,0.467,0.683,0,-6.072,1,0.0277,0.0146,0.00101,0.179,0.133,130.014,4,grunge
87982,4Z4ATORVrIp25FqUmtBb8r,Ultraje a Rigor,Dose Dupla Ultraje a Rigor,Inútil,40,213973,False,0.607,0.793,2,-8.885,1,0.0477,0.00377,0.0,0.126,0.968,164.343,4,r-n-b
42300,1fgDQdYHuJTay56xowS9Mq,Bandit,Warsaw,New Rochelle,14,31533,True,0.307,0.998,11,-3.373,0,0.247,0.000168,0.0629,0.146,0.271,140.512,1,grindcore
16298,3F5DccNp39Waj4QjZBUPGO,George Frideric Handel;The English Concert;Trevor Pinnock;The English Concert Choir,Weihnachten Klassik 2022,"Messiah, HWV 56 / Pt. 2: XLII. ""Hallelujah""",0,240760,False,0.434,0.262,1,-12.874,1,0.0286,0.959,0.6,0.141,0.256,103.015,4,classical
83565,40yIp7jGQGOgbfrnGO5D59,Dimitri Vegas & Like Mike;Martin Garrix;Like Mike,Tremor (Sensation 2014 Anthem),Tremor - Sensation 2014 Anthem; Radio Edit,38,193139,False,0.615,0.919,11,-4.999,1,0.0367,0.00201,0.687,0.196,0.225,127.991,4,progressive-house
62205,5KAI6nfg3wQRmtwJ0PPaEW,Mika Nakashima,雪の華15周年記念ベスト盤 BIBLE,KISS OF DEATH(Produced by HYDE),60,250200,False,0.544,0.908,5,-3.174,1,0.0743,0.000776,0.0,0.366,0.192,122.037,4,j-pop
90349,2i1QhEEZB4nLdWrE5KGso7,Los Chicanos,20 Exitos de los Chicanos,Puente de Piedra,35,218093,False,0.512,0.269,7,-17.237,1,0.0323,0.608,0.0,0.169,0.519,99.842,4,rock-n-roll
66653,47Y7lrGmsWbx8uEtQWsvjM,Dora The Explorer,Dora The Explorer,ABC (The Alphabet Song),27,30186,False,0.794,0.16,2,-6.697,1,0.0521,0.839,0.0,0.176,0.802,107.881,4,kids
48830,2FoAvclmD5zABT7ks4k3X1,Gloria,(Re)Nascido,Presságio (feat. Fernando Anitelli),29,230906,True,0.536,0.982,4,-2.605,0,0.182,0.000232,0.0,0.166,0.189,105.005,4,hardcore
14095,21Y8JkrL1wzZFZ8z9uQBRo,Cri-Cri,"Las 100 Clásicas de Cri Cri, Vol. 2",Negrito Bailarín - Remasterizado,44,165813,False,0.784,0.301,2,-12.321,1,0.184,0.47,0.0,0.119,0.532,86.585,4,children
21532,6keGPMSGivlRavMexnXyWw,Ai Milly,What Joker Said,What Joker Said,31,206425,True,0.619,0.574,11,-6.991,0,0.485,0.596,0.0,0.114,0.346,130.507,5,dancehall
26402,2urMIG2y7CsnH206CxykV0,Mary Costa;Bill Shirley;Chorus - Sleeping Beauty,Disney's Greatest Volume 1,"Once Upon a Dream - From ""Sleeping Beauty"" / Soundtrack Version",49,167013,False,0.248,0.237,5,-14.186,1,0.0331,0.974,0.00043,0.111,0.208,85.141,5,disney
63543,1JWkD69eUsGG27nD9rzHyZ,Ello,Ello,Kisah Kita T'lah Usai,36,278173,False,0.501,0.45,11,-7.416,1,0.0266,0.264,1.03e-05,0.104,0.282,144.072,4,j-rock
94475,0icgGg4BN47ILHEhOSaFgh,PmBata,I Would Never,I Would Never,44,157038,True,0.766,0.469,9,-8.51,1,0.176,0.331,0.0,0.11,0.59,92.03,4,sad
51364,7B8WJgjZzzV1uS7v9z8FGX,Jass Manak,Naah Lofi,Naah Lofi,61,198995,False,0.41,0.449,11,-13.323,0,0.046,0.576,4.59e-06,0.757,0.235,139.449,4,hip-hop
87512,2VQ66m1O2NELSZ5d5a4aMQ,"Sergio Vega ""El Shaka""",Me Gusta Estar Contigo,El Terrón,45,147520,False,0.834,0.759,8,0.681,1,0.0432,0.508,0.000285,0.0649,0.972,95.851,3,r-n-b
69629,2EDS18H6iFFxT02DVKOnJH,Sachin Warrier,Dooreyo (Recreated Version),Dooreyo - Recreated Version,23,207650,False,0.682,0.587,7,-10.173,1,0.028,0.112,0.00035,0.0982,0.537,128.97,4,malay
74494,5XfOuwibC4Ch4RKyYeQ5Dm,Roberto Carlos,Pra Sempre Em Espanhol - Vol. 2,El Amor y La Moda (O Amor e a Moda),42,228906,False,0.529,0.524,8,-6.522,0,0.0334,0.814,0.0,0.312,0.74,132.339,4,mpb
15409,18WI5LEikfhXo606KbapYf,the bootleg boy;artemis orion,blue,blue,53,118153,False,0.707,0.314,6,-14.06,0,0.0377,0.646,0.0288,0.186,0.335,114.978,4,chill
63014,0qMip0B2D4ePEjBJvAtYre,LiSA,LEO-NiNE,紅蓮華,74,237586,False,0.541,0.977,4,-2.828,0,0.157,0.00321,5.13e-05,0.0796,0.263,134.938,4,j-rock
37291,7pe5uLgTTJwaCkbMyJT6Qq,INXS,Hits Pop Rock 90's,Elegantly Wasted,1,272506,False,0.736,0.781,5,-3.98,1,0.0443,0.00124,0.0138,0.0796,0.787,110.014,4,funk
66780,2g7mMBl318y64bLS1x5eKr,"Christopher ""Zondaflex"" Tyler",The Wake Up Song,The Wake Up Song,8,170946,False,0.653,0.298,1,-15.499,1,0.439,0.0444,0.0,0.103,0.812,90.148,4,kids
64354,4wqrJPMdV5KjUlpTAR6jI0,Nat King Cole,Classic Christmas Greatest Hits,The Christmas Song (Merry Christmas To You),0,192160,False,0.32,0.21,6,-15.231,1,0.0345,0.92,8.01e-05,0.138,0.208,73.196,5,jazz
50421,04wttgs0RoUJyCfTAqB6q8,Stam1na,Stam1na,Koe murha,24,165820,False,0.394,0.855,2,-8.366,1,0.0467,7.92e-06,0.948,0.386,0.338,149.867,4,heavy-metal
82944,6rVfzUhBz1lMVKUOwuWgBk,Teenage Fanclub,Songs From Northern Britain,Winter,20,226600,False,0.454,0.796,3,-7.999,1,0.0311,0.000154,0.00253,0.178,0.909,113.292,4,power-pop
42337,6HIzFtyygvMJaWuWIiiErQ,Extreme Noise Terror,A Holocaust In Your Head,We The Helpless,14,50560,True,0.213,0.997,10,-2.854,1,0.214,0.0441,0.0391,0.0903,0.0395,117.6,3,grindcore
50855,79pt6GZwNggCPlZnFI6IcP,Dream Evil,SIX,Antidote,20,204790,False,0.259,0.969,7,-3.656,1,0.172,3.6e-06,0.000498,0.0409,0.07,137.897,3,heavy-metal
66703,0S8dK3sxB8HZgubjrMnCYq,Patty Shukla,Sing and Play,If You're Happy and You Know It,22,192280,False,0.634,0.871,7,-4.814,1,0.229,0.105,2.67e-05,0.133,0.839,146.053,4,kids
36295,6pio03mANohJOzNyf0IzFK,Renaud,Marchand de cailloux,Marchand de cailloux,36,211200,False,0.525,0.483,4,-13.75,0,0.119,0.655,4.12e-06,0.111,0.254,132.087,4,french
75622,4a6ghE6OC5qPAoGCYegl7i,Dan Gibson's Solitudes,Forest Cello,Majesty of the Lake,21,283400,False,0.25,0.118,0,-22.378,1,0.0388,0.935,0.479,0.195,0.0693,132.226,4,new-age
80212,5wiSbeDm2p5yniuus7eH4J,Diljit Dosanjh,MoonChild Era,Black & White,65,166757,False,0.712,0.683,10,-6.965,0,0.0926,0.323,6.84e-06,0.171,0.526,83.935,4,pop-film
94861,77BtsDoCb5ETdAc0AMzXkq,YSB Tril,HOTSHOT,HOTSHOT,40,137109,True,0.901,0.665,8,-4.337,0,0.0858,0.0106,0.0,0.0797,0.873,99.991,4,sad
108037,0KPO36Nizq6shj1OF9QwgJ,Julio Sosa,El varón del tango (Remastered),Rencor - Remastered,28,188433,False,0.495,0.505,3,-9.355,0,0.188,0.962,0.0,0.294,0.595,119.01,4,tango
18582,4SE8nVCFLF7pkWX7meMp0D,Mike Birbiglia,Two Drink Mike,The Oatmeal Song,22,205506,False,0.463,0.682,7,-8.097,1,0.864,0.782,0.0,0.722,0.523,150.377,4,comedy
99212,4tI1u9uQXYLnswRzcysxDo,Zevia,we're all sad here,"life, i'm over you",64,203470,False,0.495,0.322,11,-12.277,1,0.181,0.834,0.0,0.105,0.17,78.677,1,singer-songwriter
86230,37LDjdOlEu8rDJPxIluvTG,Pee Wee Gaskins,Ad Astra Per Aspera,Satir Sarkas,46,236564,False,0.508,0.861,4,-4.271,1,0.0399,0.00354,0.0,0.223,0.586,150.004,4,punk
111338,1VvyoycIUbyJKmZKUeJJog,Nicola Conte;Heid Vogel,Free Souls,Sandalia Dela,22,213719,False,0.631,0.689,6,-8.863,0,0.0447,0.745,0.0593,0.122,0.815,107.461,4,trip-hop
43831,0WNKYpdB7uIOenGZumchOj,Rogér Fakhr,Fine Anyway (Habibi Funk 016),Everything You Want,50,144652,False,0.553,0.574,3,-7.87,1,0.0288,0.387,4.95e-05,0.103,0.427,114.845,4,groove
19294,0AImaoLL03GspnSYyhh5Pd,Kacey Musgraves;Zooey Deschanel,Weihnachtssongs,Mele Kalikimaka - From The Kacey Musgraves Christmas Show,0,183943,False,0.78,0.5,1,-9.785,1,0.0468,0.571,0.0,0.718,0.717,109.912,4,country
82065,1sUdq3kWa9dJXHu3eYOUll,Andrew Gold,Halloween Howls: Fun & Scary Music (Deluxe Edition),"Spooky, Scary Skeletons - Undead Tombstone Remix",71,125624,False,0.772,0.788,9,-5.414,0,0.0619,0.0027,0.000583,0.353,0.574,127.91,4,power-pop
75818,58EgIN2oanhHjN2cQEE9xi,Dean Evenson;Li Xiangting;Phil Heaven,Tao of Peace,Full Apple Tree,22,306213,False,0.174,0.101,9,-16.83,0,0.0402,0.98,0.591,0.115,0.0892,77.015,3,new-age
1147,6RgUXAzzRljhYRI78809Vx,Los Amigos Invisibles,Repeat After Me,Sex Appeal,32,169786,False,0.758,0.728,0,-5.127,1,0.044,0.00343,0.000182,0.294,0.846,120.961,4,afrobeat
49431,18uMvF7BEAg6jimwLUxI6p,Dr Rude;Otto Wunderbar,Wir Sind Wieder Da,Wir Sind Wieder Da,23,191582,False,0.626,0.958,5,-3.676,1,0.0649,0.031,5.82e-06,0.132,0.582,155.047,4,hardstyle
32004,0lYBSQXN6rCTvUZvg9S0lU,DJ Snake;Justin Bieber,Encore,Let Me Love You,84,205946,False,0.649,0.716,8,-5.371,1,0.0349,0.0863,2.63e-05,0.135,0.163,99.988,4,electronic
104782,4296p5NpmMgyelqYnhD0fw,Coti,Que Esperas (Versión Exclusiva),Que Esperas,27,195933,False,0.644,0.906,7,-4.393,1,0.0374,0.149,0.0,0.776,0.704,120.994,4,spanish
75364,6BXbJwdT4v6k4QdOUagTFF,Jim Brickman,Faith (Deluxe Edition),'Tis So Sweet,23,223373,False,0.351,0.172,7,-17.708,1,0.0455,0.962,0.825,0.112,0.259,96.732,4,new-age
17706,5SfNRmPGCTyhfTOmIPgt49,Hotcaller;Nexy,Damn,Damn,37,177000,True,0.566,0.948,7,-2.962,1,0.145,0.000163,0.515,0.549,0.204,99.977,4,club
103956,2LfBDbOiUrtt823XLBH30H,12AM,Drugs,Drugs,47,162858,True,0.586,0.783,1,-4.901,0,0.038,0.151,5.98e-05,0.458,0.182,83.996,4,soul
100908,5BeW91S4Py7rqSAidSp0El,Inspector,Blanco y Negro,Deja Ya de Mentir,34,230207,False,0.533,0.809,6,-5.741,0,0.0354,0.107,4.7e-05,0.675,0.779,146.33,4,ska
108636,08B5lKxdTdHLQExjbFjpLS,Orquesta Color Tango De Roberto Alvarez,Tango a Pugliese Con estilo para bailar Vol. 3,Los mareados,17,197250,False,0.444,0.273,0,-10.855,1,0.0414,0.762,0.253,0.0892,0.457,108.973,4,tango
52725,7BlntBJKtNO7kuLtZgK63u,George Jones,"We Found Heaven Right Here On Earth At ""4033""",Back In My Baby's Arms Again,12,120480,False,0.614,0.415,9,-10.523,1,0.0268,0.733,0.0,0.263,0.748,95.987,4,honky-tonk
106573,5MqPII0xGIcRMRQUKPYqHN,Glenmark Eriksson Strömstedt,Glenmark Eriksson Strömstedt,Hon är min,37,266160,False,0.616,0.828,0,-8.07,1,0.0473,0.000798,0.0,0.11,0.523,142.003,4,swedish
96252,72jdIzkDjJsCc9VO9ZqQgS,Tim Maia,Nuvens,Ninguém Gosta de Se Sentir Só,43,190400,False,0.777,0.719,11,-6.701,0,0.0391,0.355,0.0,0.107,0.777,113.877,4,samba
113464,2biU8EO9TFZ6lMz8q6A92W,Shane & Shane,Hymns Live,Is He Worthy (Live),48,293802,False,0.356,0.428,2,-9.459,1,0.0321,0.703,0.0,0.211,0.104,143.658,4,world-music
48645,6AAU8lAs6t7EkrCQpr5q8E,Pense,"Realidade, Vida e Fé",Revitalizar,30,191017,False,0.507,0.991,6,-4.568,1,0.0803,6.68e-05,0.000143,0.169,0.777,113.014,4,hardcore
25402,4UQH52FfgGpzDShKDbBvEA,Patrice Rushen,Straight From The Heart,Forget Me Nots - Remastered,64,284506,False,0.918,0.459,6,-6.962,0,0.0427,0.079,0.0593,0.0532,0.962,113.818,4,disco
496,5u2HaXFymnYNePtwI5bU3t,Frank Turner,FTHC (Deluxe),Haven't Been Doing So Well,30,196813,False,0.367,0.892,2,-3.91,1,0.133,0.00012,0.000268,0.276,0.799,81.928,4,acoustic
618,1pIMxRddmCGalHnRbLFkWg,Jason Mraz,Have It All,Have It All,53,226098,False,0.643,0.617,1,-4.95,0,0.041,0.194,0.0,0.0989,0.592,82.029,4,acoustic
87441,1Sdq78nETKvbdZazIfx70O,Maneva,Tudo Vira Reggae (Ao Vivo),Péssimo Negócio - Ao Vivo,45,201130,False,0.838,0.496,4,-9.59,0,0.0624,0.239,4.83e-06,0.253,0.679,148.132,4,r-n-b
56266,5jkbw3FDS3bSSb4oLKYbjf,Sub Urban;REI AMI,Thrill Seeker,Freak (feat. REI AMI),70,194000,False,0.619,0.45,7,-11.965,0,0.515,0.433,0.0,0.513,0.41,179.755,4,indie-pop
106979,5I2OjdgZWSkY4Cbsle3K4g,Markus Krunegård,Prinsen av Peking,Hela livet var ett disco,34,246880,False,0.542,0.747,11,-4.143,0,0.0291,0.126,9.8e-05,0.331,0.481,91.038,4,swedish
53767,0kHyKhJMukHEPfeh8s7rdM,Kygo;Imagine Dragons,Born To Be Yours,Born To Be Yours,70,193320,False,0.688,0.688,3,-5.84,1,0.0357,0.3,0.0,0.0982,0.451,114.011,4,house
