track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,raw_dataset_genre,preview_url,artwork_url
59pUIlXjQupbiYwt40uUTi,Mone Kamishiraishi,chouchou,なんでもないや - movie ver.,49,349920,False,0.357,0.161,8,-10.667,1,0.0388,0.971,1.4e-05,0.358,0.325,83.449,4,acoustic,acoustic,,
0VhZ5JYfqPojSYeGWnk4dL,John Adams,You’re Beautiful (Acoustic),You’re Beautiful - Acoustic,55,204973,False,0.479,0.154,2,-11.282,1,0.0352,0.915,0.0,0.0974,0.36,147.207,4,Pop,acoustic,"https://cdnt-preview.dzcdn.net/api/1/1/9/f/4/0/9f4f6b5ba794247fa1e2c867fafa1c20.mp3?hdnea=exp=1785601229~acl=/api/1/1/9/f/4/0/9f4f6b5ba794247fa1e2c867fafa1c20.mp3*~data=user_id=0,application_id=42~hmac=870a760e05cf67a6f8aad87e9a40caa3e8b62d1d2956e8a31ab68560bb7d6c38",https://cdn-images.dzcdn.net/images/cover/7c773ada855d6774e6b411f4945f77e4/250x250-000000-80-0-0.jpg
0ltIx8PLjtWoS9zn9PqsZW,Kitri,Hikare Inochi,Hikare Inochi,51,322146,False,0.592,0.769,2,-5.268,1,0.0311,0.319,4.66e-06,0.137,0.385,102.033,4,Música asiática,acoustic,"https://cdnt-preview.dzcdn.net/api/1/1/6/c/6/0/6c6c49506ff4e6baea59e3a7af25f777.mp3?hdnea=exp=1785601222~acl=/api/1/1/6/c/6/0/6c6c49506ff4e6baea59e3a7af25f777.mp3*~data=user_id=0,application_id=42~hmac=e8d4da6424c56bfac2c8a94b288a1167e6b997edde24e0e3208dbc915a63ba26",https://cdn-images.dzcdn.net/images/cover/39cc34c7a901361888f207b87004c27b/250x250-000000-80-0-0.jpg
7ACW42whcdOiUxiNVu7ltx,Tyler Ward,Songs From Nashville,How To Lose a Girl,46,210375,False,0.7,0.454,7,-10.39,0,0.0388,0.55,0.0022,0.121,0.34,80.011,3,Singer & Songwriter,acoustic,"https://cdnt-preview.dzcdn.net/api/1/1/d/3/4/0/d342450b76bc12712ea7293a8d620d04.mp3?hdnea=exp=1785601222~acl=/api/1/1/d/3/4/0/d342450b76bc12712ea7293a8d620d04.mp3*~data=user_id=0,application_id=42~hmac=6b7ec154e63f45087973a72c6ed4420b3e49f844cd2b46a94d367284f41ac98b",https://cdn-images.dzcdn.net/images/cover/f89406decdd139e9526bc33d96ad8902/250x250-000000-80-0-0.jpg
4qTHoIp62ngNDpUJwW3hZ7,Boyce Avenue,"Cover Sessions, Vol. 6",Can’t Help Falling in Love,57,131000,False,0.402,0.197,5,-10.775,1,0.0295,0.858,1.05e-06,0.114,0.148,100.044,3,Rock,acoustic,"https://cdnt-preview.dzcdn.net/api/1/1/c/4/b/0/c4bf99d451209e2e26c9937ec301328a.mp3?hdnea=exp=1785601223~acl=/api/1/1/c/4/b/0/c4bf99d451209e2e26c9937ec301328a.mp3*~data=user_id=0,application_id=42~hmac=dade6615f3d2204dac2aeb3da11514409262f4dc01888fa088fc858dfa5d64f6",https://cdn-images.dzcdn.net/images/cover/f204b499176f180ba10723689066fd39/250x250-000000-80-0-0.jpg
4VbDTk82rqWqVgoQC93CkC,Andrew Belle,Dive Deep (Hushed),Dive Deep (Hushed),58,218531,False,0.507,0.378,9,-9.019,1,0.0332,0.852,0.000212,0.0937,0.085,135.86,4,Rock,acoustic,"https://cdnt-preview.dzcdn.net/api/1/1/8/1/1/0/811190be84c29cc9fe4321b3ecd7cab4.mp3?hdnea=exp=1785601222~acl=/api/1/1/8/1/1/0/811190be84c29cc9fe4321b3ecd7cab4.mp3*~data=user_id=0,application_id=42~hmac=61181d272bdf12037dd1ffc4be530346aaff11f09f72d9a51efe441349d0e58d",https://cdn-images.dzcdn.net/images/cover/e552aedf1cc8d1dfe8e9486d24a83482/250x250-000000-80-0-0.jpg
1pG5nd6gmfbMwUfT5shDQe,Ben Woodward,When the Party's over (Acoustic Piano),When the Party's over (Acoustic Piano),51,195945,False,0.619,0.226,4,-13.453,1,0.0641,0.959,4.42e-05,0.106,0.188,124.96,3,Pop,acoustic,"https://cdnt-preview.dzcdn.net/api/1/1/2/b/c/0/2bcf7b3e02eb0a432a9b5a6854871b39.mp3?hdnea=exp=1785601223~acl=/api/1/1/2/b/c/0/2bcf7b3e02eb0a432a9b5a6854871b39.mp3*~data=user_id=0,application_id=42~hmac=d4d0945b84136b2d7bc09137e5dd01aaced788b9e7981f58ab6336fea634c37d",https://cdn-images.dzcdn.net/images/cover/0886d5235f1a03d7b96f5e7c8a6866ab/250x250-000000-80-0-0.jpg
2WZyfujzMweFLnozyUJBkW,Augustana,All The Stars and Boulevards,Boston,63,245933,False,0.404,0.571,0,-5.069,1,0.0303,0.182,2.08e-05,0.129,0.29,147.01,4,Pop,acoustic,"https://cdnt-preview.dzcdn.net/api/1/1/0/9/3/0/0930c9afcfc93cee4bb21650d546ab59.mp3?hdnea=exp=1785601223~acl=/api/1/1/0/9/3/0/0930c9afcfc93cee4bb21650d546ab59.mp3*~data=user_id=0,application_id=42~hmac=a5dbf833d7c8b52edc1569a0ebe7a3ab2d13dc5623ce50f178e8ee6771af2a65",https://cdn-images.dzcdn.net/images/cover/922a1656ba90930331861512b6c68045/250x250-000000-80-0-0.jpg
6gijbGNDNNJgT60Aj7UCyc,Matthew Perryman Jones,Living in the Shadows,Living in the Shadows,53,212386,False,0.418,0.79,4,-6.599,0,0.0506,0.0284,9.96e-06,0.117,0.197,175.975,4,Alternativo,acoustic,"https://cdnt-preview.dzcdn.net/api/1/1/3/b/4/0/3b4c0ad47f4dcf4481649010cbe15744.mp3?hdnea=exp=1785601221~acl=/api/1/1/3/b/4/0/3b4c0ad47f4dcf4481649010cbe15744.mp3*~data=user_id=0,application_id=42~hmac=5d7e2b6208b7b24dfc3cd4a3152850be70754c8a850c615372825e99cdbed311",https://cdn-images.dzcdn.net/images/cover/c137d1c4eba0d7111a10f05d78f594f3/250x250-000000-80-0-0.jpg
5pq4v03P5PxMcnCagg4S3Z,Boyce Avenue,"Cover Sessions, Vol. 4",In Case You Didn’t Know,60,225165,False,0.633,0.299,11,-7.798,1,0.0353,0.833,0.0,0.109,0.341,147.549,4,Rock,acoustic,"https://cdnt-preview.dzcdn.net/api/1/1/e/e/d/0/eed897bf84d049f3e71d5eb1d32538f2.mp3?hdnea=exp=1785601223~acl=/api/1/1/e/e/d/0/eed897bf84d049f3e71d5eb1d32538f2.mp3*~data=user_id=0,application_id=42~hmac=c6bc3bc6fec152e7c73f59a24e7c17b48dfa811c3bce9961d6bbe51bdabccd24",https://cdn-images.dzcdn.net/images/cover/7a772e1dbc5b86f107992aba063632bf/250x250-000000-80-0-0.jpg
08OjvLnGR3M0HUhcePeMNO,Andrew Foy;Renee Foy,death bed (coffee for your head),death bed (coffee for your head),47,112008,False,0.565,0.0392,1,-28.276,1,0.045,0.835,0.183,0.117,0.601,125.399,4,acoustic,acoustic,"https://cdnt-preview.dzcdn.net/api/1/1/4/b/5/0/4b5bec3db3f46b28f5a3453d4559a82f.mp3?hdnea=exp=1785601223~acl=/api/1/1/4/b/5/0/4b5bec3db3f46b28f5a3453d4559a82f.mp3*~data=user_id=0,application_id=42~hmac=0e06fbf21f0d513f82149e17beff1c26f3e42910858807bdd7ea3a6f22f628d2",https://cdn-images.dzcdn.net/images/cover/cf95765ca7ab358fc56fd5864e03cb96/250x250-000000-80-0-0.jpg
65VhbQdqvozUntjnlFkFbZ,Kina Grannis,You Are My Sunshine,You Are My Sunshine,60,123609,False,0.664,0.0755,10,-19.836,1,0.0389,0.91,0.0,0.164,0.575,80.004,1,Singer & Songwriter,acoustic,"https://cdnt-preview.dzcdn.net/api/1/1/3/0/8/0/30888c2954bdede1af219a72aab2ec68.mp3?hdnea=exp=1785601223~acl=/api/1/1/3/0/8/0/30888c2954bdede1af219a72aab2ec68.mp3*~data=user_id=0,application_id=42~hmac=03ccbda53c19490b4f98726da932c7be871e41c81eb6d01cffa4fbfac45764f1",https://cdn-images.dzcdn.net/images/cover/e146ccecd1fa2e1a38a7e22ba8542ebd/250x250-000000-80-0-0.jpg
05pKAafT85jeeNhZ6kq7HT,Jason Mraz,I Won't Give Up,I Won't Give Up,66,240165,False,0.585,0.303,4,-10.058,1,0.0398,0.694,0.0,0.115,0.142,136.703,3,Pop,acoustic,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/5d/f4/11/5df411a7-7de9-a768-3eef-1b74cc77efcb/mzaf_2117023069067957023.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/2c/ac/8a/2cac8ac4-cb90-ac44-0808-a8e3ccbe05d0/075679962577.jpg/100x100bb.jpg
3PG6V5yuFfo4APiovOQoRv,Ray LaMontagne;Sierra Ferrell,I Was Born To Love You,I Was Born To Love You,67,265843,False,0.65,0.271,9,-11.081,1,0.0314,0.794,6.9e-05,0.196,0.21,78.036,4,Alternativo,acoustic,"https://cdnt-preview.dzcdn.net/api/1/1/2/a/5/0/2a560b6b08c7e1e879ae0ccb2b968145.mp3?hdnea=exp=1785601224~acl=/api/1/1/2/a/5/0/2a560b6b08c7e1e879ae0ccb2b968145.mp3*~data=user_id=0,application_id=42~hmac=f7c47ef4220887c9cbf0addfc513fe7814e76448cc213bff51827e8ab610f7be",https://cdn-images.dzcdn.net/images/cover/18d6c8f46a8c09ff09c7001ae3c6255a/250x250-000000-80-0-0.jpg
5O9R57EozcpLKGQBzadPVy,Meg Birch,Life Sucks Playlist,Only Love Can Hurt Like This,43,194194,False,0.534,0.213,1,-8.64,1,0.0283,0.884,0.0,0.107,0.0998,98.385,4,Pop,acoustic,"https://cdnt-preview.dzcdn.net/api/1/1/8/0/6/0/8068ccf8835b80ad1423ae39186a8316.mp3?hdnea=exp=1785601234~acl=/api/1/1/8/0/6/0/8068ccf8835b80ad1423ae39186a8316.mp3*~data=user_id=0,application_id=42~hmac=a03a97569180d7857654ea2423bdbebfcedba6ee112b48d1aaedbe74006eebba",https://cdn-images.dzcdn.net/images/cover/363123e5630322281c157c45c797f1ac/250x250-000000-80-0-0.jpg
6ta5yavnnEfCE4faU0jebM,Catherine Feeny,Hurricane Glass,Mr Blue,54,154600,False,0.456,0.386,10,-10.293,1,0.032,0.835,0.108,0.389,0.612,165.733,4,acoustic,acoustic,"https://cdnt-preview.dzcdn.net/api/1/1/b/7/1/0/b71c59ebf07a28022b3255338d2ecfd8.mp3?hdnea=exp=1785601224~acl=/api/1/1/b/7/1/0/b71c59ebf07a28022b3255338d2ecfd8.mp3*~data=user_id=0,application_id=42~hmac=f1cf2bc7e71de238a283b258ad02a146040008f5785493c7f2a196156bb2f31a",https://cdn-images.dzcdn.net/images/cover/2f8088246772c5eeadb37a3ec1757e31/250x250-000000-80-0-0.jpg
7BRCa8MPiyuvr2VU3O9W0F,Joshua Hyslop,Where The Mountain Meets The Valley,Do Not Let Me Go,60,158960,False,0.409,0.234,3,-13.711,1,0.0323,0.338,5e-05,0.0895,0.145,139.832,4,Folk,acoustic,"https://cdnt-preview.dzcdn.net/api/1/1/5/3/8/0/538cd1f2c6e4cd15e6f0e119604db809.mp3?hdnea=exp=1785601224~acl=/api/1/1/5/3/8/0/538cd1f2c6e4cd15e6f0e119604db809.mp3*~data=user_id=0,application_id=42~hmac=6d705b57a12254aed1d2ceb4e8fdb44f56923615dd3ed77efb68c20ce089c34e",https://cdn-images.dzcdn.net/images/cover/dd156db2edd22f48574f233de69d41ef/250x250-000000-80-0-0.jpg
5ZhaKUsY68U0lgREFWfoxg,Ross Copperman,Holding On And Letting Go - Single,Holding On And Letting Go,49,319000,False,0.502,0.53,2,-9.573,1,0.0266,0.805,0.000738,0.0728,0.102,78.046,4,Pop,acoustic,"https://cdnt-preview.dzcdn.net/api/1/1/f/5/8/0/f585ced295e68ec696467499f2cc8bc8.mp3?hdnea=exp=1785601224~acl=/api/1/1/f/5/8/0/f585ced295e68ec696467499f2cc8bc8.mp3*~data=user_id=0,application_id=42~hmac=bcab9d0b162fae82b360300d25979a61aafef50e3c31d7bc1af82d90af6b6146",https://cdn-images.dzcdn.net/images/cover/6ac739c6177d367273d1fa3638260b4f/250x250-000000-80-0-0.jpg
4zcMBfbQZvBSHQBGDd6gsN,JJ Heller,You Already Know,You Already Know,57,214360,False,0.496,0.117,0,-12.884,1,0.0301,0.933,0.0,0.126,0.318,78.068,4,Música Religiosa,acoustic,"https://cdnt-preview.dzcdn.net/api/1/1/8/2/a/0/82a9c3951002bd0f93f2260ee575dabc.mp3?hdnea=exp=1785601224~acl=/api/1/1/8/2/a/0/82a9c3951002bd0f93f2260ee575dabc.mp3*~data=user_id=0,application_id=42~hmac=b074b098144e9781246491fad4e28bbe4e39b7fc5f29dfa30355b564233a860b",https://cdn-images.dzcdn.net/images/cover/185c6735913990de64906ad17b73ee72/250x250-000000-80-0-0.jpg
7bhHLZxkRekrNPPkEdDTbn,Ben Woodward,Believer (Remix),Believer (Remix),42,204480,False,0.585,0.724,1,-6.513,0,0.0745,0.315,0.0681,0.0448,0.333,187.484,3,Alternative,acoustic,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/c0/3f/36/c03f367a-b66b-fd0a-a54c-30f8250c4410/mzaf_12768434238801682952.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/11/7a/b8/117ab805-6811-8929-18b9-0fad7baf0c25/17UMGIM98210.rgb.jpg/100x100bb.jpg
5rwq6R0Uq0BngM3rdmCeNg,Howie Day,Stop All the World Now (Special Edition),Collide - Acoustic Version,67,277000,False,0.582,0.253,10,-11.43,1,0.0259,0.827,2.95e-05,0.091,0.294,90.186,4,Pop,acoustic,"https://cdnt-preview.dzcdn.net/api/1/1/5/4/7/0/547dcb75be6e7f0bd05f5abdcead6577.mp3?hdnea=exp=1785601224~acl=/api/1/1/5/4/7/0/547dcb75be6e7f0bd05f5abdcead6577.mp3*~data=user_id=0,application_id=42~hmac=95e0ce51d94395ff33ea208b7989d27ba0f7190aadd774c0c15fd79c2a951c1d",https://cdn-images.dzcdn.net/images/cover/d967b9356ed0532c98a876ef6237418b/250x250-000000-80-0-0.jpg
2lxBZVbkiCXC1soks2RXwV,Ben Rector,Magic,Love Like This,61,214240,False,0.637,0.14,2,-11.472,1,0.0407,0.903,0.0,0.107,0.392,139.78,4,Singer & Songwriter,acoustic,"https://cdnt-preview.dzcdn.net/api/1/1/c/a/e/0/cae2d767e980460c5dd7ddcc85eba0b4.mp3?hdnea=exp=1785601224~acl=/api/1/1/c/a/e/0/cae2d767e980460c5dd7ddcc85eba0b4.mp3*~data=user_id=0,application_id=42~hmac=29fd28cc24038db53e7a2d37aec0717b8e3981d9d8200a1e86216f6dfd06616a",https://cdn-images.dzcdn.net/images/cover/c59c4e8476be3430bd2bc1b9ec8b58b7/250x250-000000-80-0-0.jpg
38YgZVHPWOWsKrsCXz6JyP,Matt Nathanson,Some Mad Hope,Come On Get Higher,71,215173,False,0.672,0.623,9,-5.699,1,0.0297,0.241,0.0,0.0848,0.617,92.018,4,Singer & Songwriter,acoustic,"https://cdnt-preview.dzcdn.net/api/1/1/9/e/4/0/9e4939c206bcc0d1c969282afb951eaa.mp3?hdnea=exp=1785601229~acl=/api/1/1/9/e/4/0/9e4939c206bcc0d1c969282afb951eaa.mp3*~data=user_id=0,application_id=42~hmac=e23ddb86a21e70b63fb5b0fe9fcec75c1ac093c64a8aa02127b6e3de1270e023",https://cdn-images.dzcdn.net/images/cover/e5e1d552c7da32fba1e72283ff48e8f5/250x250-000000-80-0-0.jpg
6XrNrp7UtGgyZcHJ0ckL0w,Rachael Yamagata,Something In the Rain (Music from the Original TV Series),"""Something In the Rain"" (Something In the Rain, Pt. 1) [Music from the Original TV Series]",49,296862,False,0.422,0.272,4,-10.772,0,0.0353,0.496,1.07e-05,0.0704,0.113,143.413,4,Filmes/Games,acoustic,"https://cdnt-preview.dzcdn.net/api/1/1/0/4/3/0/043eeae1c6b40e8d497b750f07836594.mp3?hdnea=exp=1785601225~acl=/api/1/1/0/4/3/0/043eeae1c6b40e8d497b750f07836594.mp3*~data=user_id=0,application_id=42~hmac=930ed72347a295ecb64dfb6ee9ab2d3ee36acf182bde79b1e9649f2398c26365",https://cdn-images.dzcdn.net/images/cover/3d0437bfd01ba01495a350292304d99d/250x250-000000-80-0-0.jpg
72R0X0h8YaxYNpegeoOl0M,Parachute,The Way It Was,Kiss Me Slowly,61,235813,False,0.47,0.801,9,-6.426,1,0.0352,0.0758,3.53e-05,0.218,0.431,173.92,4,Pop,acoustic,"https://cdnt-preview.dzcdn.net/api/1/1/2/0/f/0/20f98ddfb1a1f41fa3b6178492b2d012.mp3?hdnea=exp=1785601225~acl=/api/1/1/2/0/f/0/20f98ddfb1a1f41fa3b6178492b2d012.mp3*~data=user_id=0,application_id=42~hmac=1ae935ab80dda43a8c51ccc71ab7dc910e9c0b09fbf912c1d36e87b03875b29c",https://cdn-images.dzcdn.net/images/cover/8d1ef683ba3eae0bd4ae150a9cca4764/250x250-000000-80-0-0.jpg
6R6ux6KaKrhAg2EIB2krdU,Parachute,Wide Awake,Without You,61,228933,False,0.564,0.864,4,-5.121,1,0.0341,0.0761,0.0,0.182,0.534,95.984,4,Pop,acoustic,"https://cdnt-preview.dzcdn.net/api/1/1/c/3/d/0/c3db2dfab79d8afd1e335a36ad0bbe4c.mp3?hdnea=exp=1785601224~acl=/api/1/1/c/3/d/0/c3db2dfab79d8afd1e335a36ad0bbe4c.mp3*~data=user_id=0,application_id=42~hmac=123ae3be621dbc92c1f8c55e4e6de9302789255a4159cc6be4aef540944fb1ab",https://cdn-images.dzcdn.net/images/cover/063051234e523d661f988a3190283c66/250x250-000000-80-0-0.jpg
2D9w6sabdMCLSheW5aegwO,Jason Mraz,Waiting for My Rocket to Come (Expanded Edition),Absolutely Zero,20,339196,False,0.521,0.495,5,-7.756,1,0.027,0.128,0.0,0.296,0.116,135.061,4,Pop,acoustic,"https://cdnt-preview.dzcdn.net/api/1/1/0/8/8/0/088f8b17cf2b75c7aff287dcaf6df9db.mp3?hdnea=exp=1785601224~acl=/api/1/1/0/8/8/0/088f8b17cf2b75c7aff287dcaf6df9db.mp3*~data=user_id=0,application_id=42~hmac=3c1ce2d3aa828d01bdd0b5008dcf25cf2e57d4e20dc96fa2855bef97a2f5ffe2",https://cdn-images.dzcdn.net/images/cover/f3cdfaaf05f7196a4bef9f2bfd808f8c/250x250-000000-80-0-0.jpg
1Qo3taHLFSQpzLm5Sty7M4,Jason Mraz,Waiting for My Rocket to Come (Expanded Edition),Sleep All Day,22,296843,False,0.616,0.81,2,-6.51,1,0.0668,0.369,0.0,0.107,0.79,97.994,4,Pop,acoustic,"https://cdnt-preview.dzcdn.net/api/1/1/a/0/b/0/a0b845846c7acd6a56864f788707b0cd.mp3?hdnea=exp=1785601225~acl=/api/1/1/a/0/b/0/a0b845846c7acd6a56864f788707b0cd.mp3*~data=user_id=0,application_id=42~hmac=d30338072f36db9c4c947211c072236751c94cdf5060b38dd4728f936f791cab",https://cdn-images.dzcdn.net/images/cover/f3cdfaaf05f7196a4bef9f2bfd808f8c/250x250-000000-80-0-0.jpg
71M4QMn8nrok1KFVXwEEyU,Jason Mraz,Waiting for My Rocket to Come (Expanded Edition),You and I Both,35,218240,False,0.615,0.812,7,-6.573,1,0.0458,0.184,0.0,0.328,0.74,98.954,4,acoustic,acoustic,,
4lxGVzcUaSF5HW5jtWnShV,Eddie Vedder,Into The Wild (Music For The Motion Picture),Long Nights,60,151773,False,0.478,0.305,5,-13.062,1,0.0306,0.675,0.00139,0.169,0.0974,108.66,4,acoustic,acoustic,,
2PIlBukQ6limukVR8Ubb5o,Gabrielle Aplin,English Rain,Please Don't Say You Love Me,59,181400,False,0.479,0.541,0,-9.862,1,0.0545,0.737,0.0,0.108,0.321,85.994,4,acoustic,acoustic,,
5p9XWUdvbUzmPCukOmwoU3,KT Tunstall,Eye To The Telescope,Suddenly I See,73,201706,False,0.587,0.767,0,-5.713,1,0.0449,0.225,0.0,0.112,0.664,100.38,4,Rock,acoustic,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/79/14/8b/79148bde-9cc2-f8af-38a7-ecfc03ae8e2c/mzaf_9861477074729670191.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/ca/c4/b7/cac4b7d8-a7e9-c2e6-813d-d32ec271c322/00094635541052.rgb.jpg/100x100bb.jpg
1uSuY2qLCbx1QB7oPUVhFG,Jason Mraz,Waiting for My Rocket to Come (Expanded Edition),Who Needs Shelter,22,192260,False,0.514,0.569,6,-7.866,0,0.03,0.601,2.21e-06,0.218,0.264,142.597,4,Pop,acoustic,"https://cdnt-preview.dzcdn.net/api/1/1/6/4/2/0/6424eaa8c64d66cf6110b01dc7f3be39.mp3?hdnea=exp=1785601225~acl=/api/1/1/6/4/2/0/6424eaa8c64d66cf6110b01dc7f3be39.mp3*~data=user_id=0,application_id=42~hmac=42cc90bc5ba8ee4e4a460f494dec7e5397c12669c6b74ee8ae02945d349f98b5",https://cdn-images.dzcdn.net/images/cover/f3cdfaaf05f7196a4bef9f2bfd808f8c/250x250-000000-80-0-0.jpg
6twvFrIoIINH8UW8EB8OnU,Jason Mraz,Waiting for My Rocket to Come (Expanded Edition),No Stopping Us,19,198855,False,0.646,0.836,1,-6.203,1,0.0327,0.301,3.23e-05,0.29,0.727,105.991,4,Pop,acoustic,"https://cdnt-preview.dzcdn.net/api/1/1/c/c/b/0/ccb152ce503a69456963af1fa0f3b65c.mp3?hdnea=exp=1785601229~acl=/api/1/1/c/c/b/0/ccb152ce503a69456963af1fa0f3b65c.mp3*~data=user_id=0,application_id=42~hmac=c534eb49f9eae4a82fd7f66360637afd9a41de4ba18b93daeb371bcfb3f3b38c",https://cdn-images.dzcdn.net/images/cover/f3cdfaaf05f7196a4bef9f2bfd808f8c/250x250-000000-80-0-0.jpg
2pelUnMKr07JjJpilj9Yew,Jason Mraz,Waiting for My Rocket to Come (Expanded Edition),I'll Do Anything,24,191889,False,0.57,0.711,9,-4.155,1,0.0703,0.119,0.0,0.352,0.648,163.117,4,acoustic,acoustic,,
7d0bJhpp0mCYyMXaMgWyMS,JJ Heller,I Dream of You: CALM,Make You Feel My Love,57,171293,False,0.678,0.199,9,-9.785,1,0.0307,0.957,3.23e-06,0.0968,0.262,72.006,4,Infantil,acoustic,"https://cdnt-preview.dzcdn.net/api/1/1/8/f/9/0/8f956c9df8e18c249a43cd4e9d24129e.mp3?hdnea=exp=1785601225~acl=/api/1/1/8/f/9/0/8f956c9df8e18c249a43cd4e9d24129e.mp3*~data=user_id=0,application_id=42~hmac=08b6e3f27777f01cda90d6ae0338ed0b7ec5d5a521fb312b922d5eaa5977b053",https://cdn-images.dzcdn.net/images/cover/adb34ff99aeebe1842c8890b92696a59/250x250-000000-80-0-0.jpg
73CbJykoV6WapWGfTeRzTl,Jason Mraz,Waiting for My Rocket to Come (Expanded Edition),The Remedy (I Won't Worry),35,256440,False,0.589,0.867,10,-4.523,1,0.0385,0.041,0.0,0.306,0.795,94.52,4,Pop,acoustic,"https://cdnt-preview.dzcdn.net/api/1/1/1/1/f/0/11f209fc1bbbb26bc6ec885352bb5603.mp3?hdnea=exp=1785601225~acl=/api/1/1/1/1/f/0/11f209fc1bbbb26bc6ec885352bb5603.mp3*~data=user_id=0,application_id=42~hmac=f76715060bd9e94e44345e46f5e9f07170faa8e820c14f5832baf5c9eddcef7c",https://cdn-images.dzcdn.net/images/cover/f3cdfaaf05f7196a4bef9f2bfd808f8c/250x250-000000-80-0-0.jpg
3ixLIO5BsTmic0Pp27FaPY,Jason Mraz,Waiting for My Rocket to Come (Expanded Edition),Too Much Food,20,221425,False,0.626,0.926,2,-4.441,1,0.0477,0.0265,0.0,0.159,0.548,99.997,4,Pop,acoustic,"https://cdnt-preview.dzcdn.net/api/1/1/1/3/e/0/13ec14fc53fda0854b593bc686fc88ff.mp3?hdnea=exp=1785601225~acl=/api/1/1/1/3/e/0/13ec14fc53fda0854b593bc686fc88ff.mp3*~data=user_id=0,application_id=42~hmac=577535e7cd87b2eed585bc5242617137098ca079bd658e53244d341c918c433b",https://cdn-images.dzcdn.net/images/cover/f3cdfaaf05f7196a4bef9f2bfd808f8c/250x250-000000-80-0-0.jpg
5ZetMq21bMQN5oo4TtdOxu,Jason Mraz,Waiting for My Rocket to Come (Expanded Edition),The Boy's Gone,18,255047,False,0.686,0.556,1,-8.5,0,0.0271,0.532,0.0,0.0922,0.36,112.997,4,Pop,acoustic,"https://cdnt-preview.dzcdn.net/api/1/1/d/6/0/0/d604eb37b37c66ac6a1806f0b38c51c1.mp3?hdnea=exp=1785601225~acl=/api/1/1/d/6/0/0/d604eb37b37c66ac6a1806f0b38c51c1.mp3*~data=user_id=0,application_id=42~hmac=a8ab7c234fef07e8c41d30b9c2c036659bcc5f84155a7136e75bd156f43d3223",https://cdn-images.dzcdn.net/images/cover/8cd8a0abe5e5db02009ffd8ea6b6cf8a/250x250-000000-80-0-0.jpg
73oHkllHIT8fdbzpxiXW40,Jason Mraz,Waiting for My Rocket to Come (Expanded Edition),"On Love, in Sadness",19,208793,False,0.56,0.832,9,-5.595,1,0.0352,0.108,0.0,0.232,0.802,100.957,4,acoustic,acoustic,"https://cdnt-preview.dzcdn.net/api/1/1/7/2/9/0/72926d4d3fb0bd6ef51e46b2cd558cd1.mp3?hdnea=exp=1785601225~acl=/api/1/1/7/2/9/0/72926d4d3fb0bd6ef51e46b2cd558cd1.mp3*~data=user_id=0,application_id=42~hmac=3857e9fc2fc36ca8f5dd6cd58ac838bf98a32f695a45baccfb6d607603640058",https://cdn-images.dzcdn.net/images/cover/f3cdfaaf05f7196a4bef9f2bfd808f8c/250x250-000000-80-0-0.jpg
4MihgVRpD82EZoT61GW63w,Jason Mraz,Waiting for My Rocket to Come (Expanded Edition),Curbside Prophet,23,214552,False,0.619,0.793,5,-5.964,1,0.0661,0.263,0.0,0.0828,0.892,177.991,4,acoustic,acoustic,"https://cdnt-preview.dzcdn.net/api/1/1/9/c/5/0/9c553c81af634c3f7f734c12589b477a.mp3?hdnea=exp=1785601226~acl=/api/1/1/9/c/5/0/9c553c81af634c3f7f734c12589b477a.mp3*~data=user_id=0,application_id=42~hmac=e56b53e2ff1ab58e1bce47e48dcd6a879e7088ed8307e33052240eb1b3c614df",https://cdn-images.dzcdn.net/images/cover/f3cdfaaf05f7196a4bef9f2bfd808f8c/250x250-000000-80-0-0.jpg
1BECZPXBXzobsfmlzj0g3I,Jason Mraz,Waiting for My Rocket to Come (Expanded Edition),"Tonight, Not Again - Live",19,264280,False,0.56,0.278,3,-12.501,1,0.0921,0.733,0.0,0.112,0.594,102.187,4,Pop,acoustic,"https://cdnt-preview.dzcdn.net/api/1/1/0/e/e/0/0eeaa969886c0aff4eb0d91f39ffc7a9.mp3?hdnea=exp=1785601226~acl=/api/1/1/0/e/e/0/0eeaa969886c0aff4eb0d91f39ffc7a9.mp3*~data=user_id=0,application_id=42~hmac=a098c353a920a71d4db082530c838fe2e48d9dbf68f90134d5f01358763a0c07",https://cdn-images.dzcdn.net/images/cover/8cd8a0abe5e5db02009ffd8ea6b6cf8a/250x250-000000-80-0-0.jpg
